city,name,percentage,season_year,season,league,city_group
Texas,Rangers,0.4691358024691358,1976,1976,MLB,Dallas
Chicago,White Sox,0.39751552795031053,1976,1976,MLB,Chicago
Philadelphia,Phillies,0.6234567901234568,1976,1976,MLB,Philadelphia
Pittsburgh,Pirates,0.5679012345679012,1976,1976,MLB,Pittsburgh
New York,Mets,0.5308641975308642,1976,1976,MLB,New York
Chicago,Cubs,0.46296296296296297,1976,1976,MLB,Chicago
St. Louis,Cardinals,0.4444444444444444,1976,1976,MLB,St. Louis
Montreal,Expos,0.3395061728395062,1976,1976,MLB,Montreal
Cincinnati,Reds,0.6296296296296297,1976,1976,MLB,Cincinnati
Los Angeles,Dodgers,0.5679012345679012,1976,1976,MLB,Los Angeles
Houston,Astros,0.49382716049382713,1976,1976,MLB,Houston
San Francisco,Giants,0.4567901234567901,1976,1976,MLB,Bay Area
San Diego,Padres,0.4506172839506173,1976,1976,MLB,San Diego
Atlanta,Braves,0.43209876543209874,1976,1976,MLB,Atlanta
New York,Yankees,0.6172839506172839,1977,1977,MLB,New York
Baltimore,Orioles,0.6024844720496895,1977,1977,MLB,Baltimore
Boston,Red Sox,0.6024844720496895,1977,1977,MLB,Boston
Detroit,Tigers,0.4567901234567901,1977,1977,MLB,Detroit
Cleveland,Indians,0.4409937888198758,1977,1977,MLB,Cleveland
Milwaukee,Brewers,0.41358024691358025,1977,1977,MLB,Milwaukee
Toronto,Blue Jays,0.33540372670807456,1977,1977,MLB,Toronto
Kansas City,Royals,0.6296296296296297,1977,1977,MLB,Kansas City
Texas,Rangers,0.5802469135802469,1977,1977,MLB,Dallas
Chicago,White Sox,0.5555555555555556,1977,1977,MLB,Chicago
Minnesota,Twins,0.5217391304347826,1977,1977,MLB,Minnesota
California,Angels,0.4567901234567901,1977,1977,MLB,Los Angeles
Seattle,Mariners,0.3950617283950617,1977,1977,MLB,Seattle
Oakland,Athletics,0.391304347826087,1977,1977,MLB,Bay Area
Philadelphia,Phillies,0.6234567901234568,1977,1977,MLB,Philadelphia
Pittsburgh,Pirates,0.5925925925925926,1977,1977,MLB,Pittsburgh
St. Louis,Cardinals,0.5123456790123457,1977,1977,MLB,St. Louis
Chicago,Cubs,0.5,1977,1977,MLB,Chicago
Montreal,Expos,0.46296296296296297,1977,1977,MLB,Montreal
New York,Mets,0.3950617283950617,1977,1977,MLB,New York
Los Angeles,Dodgers,0.6049382716049383,1977,1977,MLB,Los Angeles
Cincinnati,Reds,0.5432098765432098,1977,1977,MLB,Cincinnati
Houston,Astros,0.5,1977,1977,MLB,Houston
San Francisco,Giants,0.46296296296296297,1977,1977,MLB,Bay Area
San Diego,Padres,0.42592592592592593,1977,1977,MLB,San Diego
Atlanta,Braves,0.3765432098765432,1977,1977,MLB,Atlanta
New York,Yankees,0.6134969325153374,1978,1978,MLB,New York
Boston,Red Sox,0.6073619631901841,1978,1978,MLB,Boston
Milwaukee,Brewers,0.5740740740740741,1978,1978,MLB,Milwaukee
Baltimore,Orioles,0.5590062111801242,1978,1978,MLB,Baltimore
Detroit,Tigers,0.5308641975308642,1978,1978,MLB,Detroit
Cleveland,Indians,0.4339622641509434,1978,1978,MLB,Cleveland
Toronto,Blue Jays,0.36645962732919257,1978,1978,MLB,Toronto
Kansas City,Royals,0.5679012345679012,1978,1978,MLB,Kansas City
California,Angels,0.5370370370370371,1978,1978,MLB,Los Angeles
Texas,Rangers,0.5370370370370371,1978,1978,MLB,Dallas
Minnesota,Twins,0.4506172839506173,1978,1978,MLB,Minnesota
Chicago,White Sox,0.4409937888198758,1978,1978,MLB,Chicago
Oakland,Athletics,0.42592592592592593,1978,1978,MLB,Bay Area
Seattle,Mariners,0.35,1978,1978,MLB,Seattle
Philadelphia,Phillies,0.5555555555555556,1978,1978,MLB,Philadelphia
Pittsburgh,Pirates,0.546583850931677,1978,1978,MLB,Pittsburgh
Chicago,Cubs,0.4876543209876543,1978,1978,MLB,Chicago
Montreal,Expos,0.4691358024691358,1978,1978,MLB,Montreal
St. Louis,Cardinals,0.42592592592592593,1978,1978,MLB,St. Louis
New York,Mets,0.4074074074074074,1978,1978,MLB,New York
Los Angeles,Dodgers,0.5864197530864198,1978,1978,MLB,Los Angeles
Cincinnati,Reds,0.5714285714285714,1978,1978,MLB,Cincinnati
San Francisco,Giants,0.5493827160493827,1978,1978,MLB,Bay Area
San Diego,Padres,0.5185185185185185,1978,1978,MLB,San Diego
Houston,Astros,0.4567901234567901,1978,1978,MLB,Houston
Atlanta,Braves,0.42592592592592593,1978,1978,MLB,Atlanta
Baltimore,Orioles,0.6415094339622641,1979,1979,MLB,Baltimore
Milwaukee,Brewers,0.5900621118012422,1979,1979,MLB,Milwaukee
Boston,Red Sox,0.56875,1979,1979,MLB,Boston
New York,Yankees,0.55625,1979,1979,MLB,New York
Detroit,Tigers,0.5279503105590062,1979,1979,MLB,Detroit
Cleveland,Indians,0.5031055900621118,1979,1979,MLB,Cleveland
Toronto,Blue Jays,0.3271604938271605,1979,1979,MLB,Toronto
California,Angels,0.5432098765432098,1979,1979,MLB,Los Angeles
Kansas City,Royals,0.5246913580246914,1979,1979,MLB,Kansas City
Texas,Rangers,0.5123456790123457,1979,1979,MLB,Dallas
Minnesota,Twins,0.5061728395061729,1979,1979,MLB,Minnesota
Chicago,White Sox,0.45625,1979,1979,MLB,Chicago
Seattle,Mariners,0.41358024691358025,1979,1979,MLB,Seattle
Oakland,Athletics,0.3333333333333333,1979,1979,MLB,Bay Area
Pittsburgh,Pirates,0.6049382716049383,1979,1979,MLB,Pittsburgh
Montreal,Expos,0.59375,1979,1979,MLB,Montreal
St. Louis,Cardinals,0.5308641975308642,1979,1979,MLB,St. Louis
Philadelphia,Phillies,0.5185185185185185,1979,1979,MLB,Philadelphia
Chicago,Cubs,0.49382716049382713,1979,1979,MLB,Chicago
New York,Mets,0.3888888888888889,1979,1979,MLB,New York
Cincinnati,Reds,0.5590062111801242,1979,1979,MLB,Cincinnati
Houston,Astros,0.5493827160493827,1979,1979,MLB,Houston
Los Angeles,Dodgers,0.4876543209876543,1979,1979,MLB,Los Angeles
San Francisco,Giants,0.4382716049382716,1979,1979,MLB,Bay Area
San Diego,Padres,0.422360248447205,1979,1979,MLB,San Diego
Atlanta,Braves,0.4125,1979,1979,MLB,Atlanta
New York,Yankees,0.6358024691358025,1980,1980,MLB,New York
Baltimore,Orioles,0.6172839506172839,1980,1980,MLB,Baltimore
Milwaukee,Brewers,0.5308641975308642,1980,1980,MLB,Milwaukee
Boston,Red Sox,0.51875,1980,1980,MLB,Boston
Detroit,Tigers,0.5185185185185185,1980,1980,MLB,Detroit
Cleveland,Indians,0.49375,1980,1980,MLB,Cleveland
Toronto,Blue Jays,0.41358024691358025,1980,1980,MLB,Toronto
Kansas City,Royals,0.5987654320987654,1980,1980,MLB,Kansas City
Oakland,Athletics,0.5123456790123457,1980,1980,MLB,Bay Area
Minnesota,Twins,0.4782608695652174,1980,1980,MLB,Minnesota
Texas,Rangers,0.4720496894409938,1980,1980,MLB,Dallas
Chicago,White Sox,0.4375,1980,1980,MLB,Chicago
California,Angels,0.40625,1980,1980,MLB,Los Angeles
Seattle,Mariners,0.36419753086419754,1980,1980,MLB,Seattle
Philadelphia,Phillies,0.5617283950617284,1980,1980,MLB,Philadelphia
Montreal,Expos,0.5555555555555556,1980,1980,MLB,Montreal
Pittsburgh,Pirates,0.5123456790123457,1980,1980,MLB,Pittsburgh
St. Louis,Cardinals,0.4567901234567901,1980,1980,MLB,St. Louis
New York,Mets,0.41358024691358025,1980,1980,MLB,New York
Chicago,Cubs,0.3950617283950617,1980,1980,MLB,Chicago
Houston,Astros,0.5705521472392638,1980,1980,MLB,Houston
Los Angeles,Dodgers,0.5644171779141104,1980,1980,MLB,Los Angeles
Cincinnati,Reds,0.5493827160493827,1980,1980,MLB,Cincinnati
Atlanta,Braves,0.5031055900621118,1980,1980,MLB,Atlanta
San Francisco,Giants,0.4658385093167702,1980,1980,MLB,Bay Area
San Diego,Padres,0.4506172839506173,1980,1980,MLB,San Diego
Milwaukee,Brewers,0.5688073394495413,1981,1981,MLB,Milwaukee
Baltimore,Orioles,0.5619047619047619,1981,1981,MLB,Baltimore
New York,Yankees,0.5514018691588785,1981,1981,MLB,New York
Detroit,Tigers,0.5504587155963303,1981,1981,MLB,Detroit
Boston,Red Sox,0.5462962962962963,1981,1981,MLB,Boston
Cleveland,Indians,0.5048543689320388,1981,1981,MLB,Cleveland
Toronto,Blue Jays,0.3490566037735849,1981,1981,MLB,Toronto
Oakland,Athletics,0.5871559633027523,1981,1981,MLB,Bay Area
Texas,Rangers,0.5428571428571428,1981,1981,MLB,Dallas
Chicago,White Sox,0.5094339622641509,1981,1981,MLB,Chicago
Kansas City,Royals,0.4854368932038835,1981,1981,MLB,Kansas City
California,Angels,0.4636363636363636,1981,1981,MLB,Los Angeles
Seattle,Mariners,0.4036697247706422,1981,1981,MLB,Seattle
Minnesota,Twins,0.3761467889908257,1981,1981,MLB,Minnesota
St. Louis,Cardinals,0.5784313725490197,1981,1981,MLB,St. Louis
Montreal,Expos,0.5555555555555556,1981,1981,MLB,Montreal
Philadelphia,Phillies,0.5514018691588785,1981,1981,MLB,Philadelphia
Pittsburgh,Pirates,0.45098039215686275,1981,1981,MLB,Pittsburgh
New York,Mets,0.39805825242718446,1981,1981,MLB,New York
Chicago,Cubs,0.36893203883495146,1981,1981,MLB,Chicago
Cincinnati,Reds,0.6111111111111112,1981,1981,MLB,Cincinnati
Los Angeles,Dodgers,0.5727272727272728,1981,1981,MLB,Los Angeles
Houston,Astros,0.5545454545454546,1981,1981,MLB,Houston
San Francisco,Giants,0.5045045045045045,1981,1981,MLB,Bay Area
Atlanta,Braves,0.4716981132075472,1981,1981,MLB,Atlanta
San Diego,Padres,0.37272727272727274,1981,1981,MLB,San Diego
Milwaukee,Brewers,0.5864197530864198,1982,1982,MLB,Milwaukee
Baltimore,Orioles,0.5802469135802469,1982,1982,MLB,Baltimore
Boston,Red Sox,0.5493827160493827,1982,1982,MLB,Boston
Detroit,Tigers,0.5123456790123457,1982,1982,MLB,Detroit
New York,Yankees,0.4876543209876543,1982,1982,MLB,New York
Cleveland,Indians,0.48148148148148145,1982,1982,MLB,Cleveland
Toronto,Blue Jays,0.48148148148148145,1982,1982,MLB,Toronto
California,Angels,0.5740740740740741,1982,1982,MLB,Los Angeles
Kansas City,Royals,0.5555555555555556,1982,1982,MLB,Kansas City
Chicago,White Sox,0.5370370370370371,1982,1982,MLB,Chicago
Seattle,Mariners,0.4691358024691358,1982,1982,MLB,Seattle
Oakland,Athletics,0.41975308641975306,1982,1982,MLB,Bay Area
Texas,Rangers,0.3950617283950617,1982,1982,MLB,Dallas
Minnesota,Twins,0.37037037037037035,1982,1982,MLB,Minnesota
St. Louis,Cardinals,0.5679012345679012,1982,1982,MLB,St. Louis
Philadelphia,Phillies,0.5493827160493827,1982,1982,MLB,Philadelphia
Montreal,Expos,0.5308641975308642,1982,1982,MLB,Montreal
Pittsburgh,Pirates,0.5185185185185185,1982,1982,MLB,Pittsburgh
Chicago,Cubs,0.4506172839506173,1982,1982,MLB,Chicago
New York,Mets,0.4012345679012346,1982,1982,MLB,New York
Atlanta,Braves,0.5493827160493827,1982,1982,MLB,Atlanta
Los Angeles,Dodgers,0.5432098765432098,1982,1982,MLB,Los Angeles
San Francisco,Giants,0.5370370370370371,1982,1982,MLB,Bay Area
San Diego,Padres,0.5,1982,1982,MLB,San Diego
Houston,Astros,0.47530864197530864,1982,1982,MLB,Houston
Cincinnati,Reds,0.3765432098765432,1982,1982,MLB,Cincinnati
Baltimore,Orioles,0.6049382716049383,1983,1983,MLB,Baltimore
Detroit,Tigers,0.5679012345679012,1983,1983,MLB,Detroit
New York,Yankees,0.5617283950617284,1983,1983,MLB,New York
Toronto,Blue Jays,0.5493827160493827,1983,1983,MLB,Toronto
Milwaukee,Brewers,0.5370370370370371,1983,1983,MLB,Milwaukee
Boston,Red Sox,0.48148148148148145,1983,1983,MLB,Boston
Cleveland,Indians,0.43209876543209874,1983,1983,MLB,Cleveland
Chicago,White Sox,0.6111111111111112,1983,1983,MLB,Chicago
Kansas City,Royals,0.4876543209876543,1983,1983,MLB,Kansas City
Texas,Rangers,0.47530864197530864,1983,1983,MLB,Dallas
Oakland,Athletics,0.4567901234567901,1983,1983,MLB,Bay Area
California,Angels,0.43209876543209874,1983,1983,MLB,Los Angeles
Minnesota,Twins,0.43209876543209874,1983,1983,MLB,Minnesota
Seattle,Mariners,0.37037037037037035,1983,1983,MLB,Seattle
Philadelphia,Phillies,0.5555555555555556,1983,1983,MLB,Philadelphia
Pittsburgh,Pirates,0.5185185185185185,1983,1983,MLB,Pittsburgh
Montreal,Expos,0.5061728395061729,1983,1983,MLB,Montreal
St. Louis,Cardinals,0.4876543209876543,1983,1983,MLB,St. Louis
Chicago,Cubs,0.4382716049382716,1983,1983,MLB,Chicago
New York,Mets,0.41975308641975306,1983,1983,MLB,New York
Los Angeles,Dodgers,0.5617283950617284,1983,1983,MLB,Los Angeles
Atlanta,Braves,0.5432098765432098,1983,1983,MLB,Atlanta
Houston,Astros,0.5246913580246914,1983,1983,MLB,Houston
San Diego,Padres,0.5,1983,1983,MLB,San Diego
San Francisco,Giants,0.4876543209876543,1983,1983,MLB,Bay Area
Cincinnati,Reds,0.4567901234567901,1983,1983,MLB,Cincinnati
Detroit,Tigers,0.6419753086419753,1984,1984,MLB,Detroit
Toronto,Blue Jays,0.5493827160493827,1984,1984,MLB,Toronto
New York,Yankees,0.5370370370370371,1984,1984,MLB,New York
Boston,Red Sox,0.5308641975308642,1984,1984,MLB,Boston
Baltimore,Orioles,0.5246913580246914,1984,1984,MLB,Baltimore
Cleveland,Indians,0.46296296296296297,1984,1984,MLB,Cleveland
Milwaukee,Brewers,0.4161490683229814,1984,1984,MLB,Milwaukee
Kansas City,Royals,0.5185185185185185,1984,1984,MLB,Kansas City
California,Angels,0.5,1984,1984,MLB,Los Angeles
Minnesota,Twins,0.5,1984,1984,MLB,Minnesota
Oakland,Athletics,0.47530864197530864,1984,1984,MLB,Bay Area
Chicago,White Sox,0.4567901234567901,1984,1984,MLB,Chicago
Seattle,Mariners,0.4567901234567901,1984,1984,MLB,Seattle
Texas,Rangers,0.42857142857142855,1984,1984,MLB,Dallas
Chicago,Cubs,0.5962732919254659,1984,1984,MLB,Chicago
New York,Mets,0.5555555555555556,1984,1984,MLB,New York
St. Louis,Cardinals,0.5185185185185185,1984,1984,MLB,St. Louis
Philadelphia,Phillies,0.5,1984,1984,MLB,Philadelphia
Montreal,Expos,0.484472049689441,1984,1984,MLB,Montreal
Pittsburgh,Pirates,0.46296296296296297,1984,1984,MLB,Pittsburgh
San Diego,Padres,0.5679012345679012,1984,1984,MLB,San Diego
Atlanta,Braves,0.49382716049382713,1984,1984,MLB,Atlanta
Houston,Astros,0.49382716049382713,1984,1984,MLB,Houston
Los Angeles,Dodgers,0.4876543209876543,1984,1984,MLB,Los Angeles
Cincinnati,Reds,0.43209876543209874,1984,1984,MLB,Cincinnati
San Francisco,Giants,0.4074074074074074,1984,1984,MLB,Bay Area
Toronto,Blue Jays,0.6149068322981367,1985,1985,MLB,Toronto
New York,Yankees,0.6024844720496895,1985,1985,MLB,New York
Detroit,Tigers,0.5217391304347826,1985,1985,MLB,Detroit
Baltimore,Orioles,0.515527950310559,1985,1985,MLB,Baltimore
Boston,Red Sox,0.5,1985,1985,MLB,Boston
Milwaukee,Brewers,0.4409937888198758,1985,1985,MLB,Milwaukee
Cleveland,Indians,0.37037037037037035,1985,1985,MLB,Cleveland
Kansas City,Royals,0.5617283950617284,1985,1985,MLB,Kansas City
California,Angels,0.5555555555555556,1985,1985,MLB,Los Angeles
Chicago,White Sox,0.5246913580246914,1985,1985,MLB,Chicago
Minnesota,Twins,0.47530864197530864,1985,1985,MLB,Minnesota
Oakland,Athletics,0.47530864197530864,1985,1985,MLB,Bay Area
Seattle,Mariners,0.4567901234567901,1985,1985,MLB,Seattle
Texas,Rangers,0.38509316770186336,1985,1985,MLB,Dallas
St. Louis,Cardinals,0.6234567901234568,1985,1985,MLB,St. Louis
New York,Mets,0.6049382716049383,1985,1985,MLB,New York
Montreal,Expos,0.5217391304347826,1985,1985,MLB,Montreal
Chicago,Cubs,0.4782608695652174,1985,1985,MLB,Chicago
Philadelphia,Phillies,0.46296296296296297,1985,1985,MLB,Philadelphia
Pittsburgh,Pirates,0.35403726708074534,1985,1985,MLB,Pittsburgh
Los Angeles,Dodgers,0.5864197530864198,1985,1985,MLB,Los Angeles
Cincinnati,Reds,0.5527950310559007,1985,1985,MLB,Cincinnati
Houston,Astros,0.5123456790123457,1985,1985,MLB,Houston
San Diego,Padres,0.5123456790123457,1985,1985,MLB,San Diego
Atlanta,Braves,0.4074074074074074,1985,1985,MLB,Atlanta
San Francisco,Giants,0.38271604938271603,1985,1985,MLB,Bay Area
Boston,Red Sox,0.5900621118012422,1986,1986,MLB,Boston
New York,Yankees,0.5555555555555556,1986,1986,MLB,New York
Detroit,Tigers,0.5370370370370371,1986,1986,MLB,Detroit
Toronto,Blue Jays,0.5308641975308642,1986,1986,MLB,Toronto
Cleveland,Indians,0.5185185185185185,1986,1986,MLB,Cleveland
Milwaukee,Brewers,0.4782608695652174,1986,1986,MLB,Milwaukee
Baltimore,Orioles,0.4506172839506173,1986,1986,MLB,Baltimore
California,Angels,0.5679012345679012,1986,1986,MLB,Los Angeles
Texas,Rangers,0.5370370370370371,1986,1986,MLB,Dallas
Kansas City,Royals,0.4691358024691358,1986,1986,MLB,Kansas City
Oakland,Athletics,0.4691358024691358,1986,1986,MLB,Bay Area
Chicago,White Sox,0.4444444444444444,1986,1986,MLB,Chicago
Minnesota,Twins,0.4382716049382716,1986,1986,MLB,Minnesota
Seattle,Mariners,0.41358024691358025,1986,1986,MLB,Seattle
New York,Mets,0.6666666666666666,1986,1986,MLB,New York
Philadelphia,Phillies,0.5341614906832298,1986,1986,MLB,Philadelphia
St. Louis,Cardinals,0.4906832298136646,1986,1986,MLB,St. Louis
Montreal,Expos,0.484472049689441,1986,1986,MLB,Montreal
Chicago,Cubs,0.4375,1986,1986,MLB,Chicago
Pittsburgh,Pirates,0.3950617283950617,1986,1986,MLB,Pittsburgh
Houston,Astros,0.5925925925925926,1986,1986,MLB,Houston
Cincinnati,Reds,0.5308641975308642,1986,1986,MLB,Cincinnati
San Francisco,Giants,0.5123456790123457,1986,1986,MLB,Bay Area
San Diego,Padres,0.4567901234567901,1986,1986,MLB,San Diego
Los Angeles,Dodgers,0.4506172839506173,1986,1986,MLB,Los Angeles
Atlanta,Braves,0.4472049689440994,1986,1986,MLB,Atlanta
Detroit,Tigers,0.6049382716049383,1987,1987,MLB,Detroit
Toronto,Blue Jays,0.5925925925925926,1987,1987,MLB,Toronto
Milwaukee,Brewers,0.5617283950617284,1987,1987,MLB,Milwaukee
New York,Yankees,0.5493827160493827,1987,1987,MLB,New York
Boston,Red Sox,0.48148148148148145,1987,1987,MLB,Boston
Baltimore,Orioles,0.41358024691358025,1987,1987,MLB,Baltimore
Cleveland,Indians,0.3765432098765432,1987,1987,MLB,Cleveland
Minnesota,Twins,0.5246913580246914,1987,1987,MLB,Minnesota
Kansas City,Royals,0.5123456790123457,1987,1987,MLB,Kansas City
Oakland,Athletics,0.5,1987,1987,MLB,Bay Area
Seattle,Mariners,0.48148148148148145,1987,1987,MLB,Seattle
Chicago,White Sox,0.47530864197530864,1987,1987,MLB,Chicago
California,Angels,0.46296296296296297,1987,1987,MLB,Los Angeles
Texas,Rangers,0.46296296296296297,1987,1987,MLB,Dallas
St. Louis,Cardinals,0.5864197530864198,1987,1987,MLB,St. Louis
New York,Mets,0.5679012345679012,1987,1987,MLB,New York
Montreal,Expos,0.5617283950617284,1987,1987,MLB,Montreal
Philadelphia,Phillies,0.49382716049382713,1987,1987,MLB,Philadelphia
Pittsburgh,Pirates,0.49382716049382713,1987,1987,MLB,Pittsburgh
Chicago,Cubs,0.4720496894409938,1987,1987,MLB,Chicago
San Francisco,Giants,0.5555555555555556,1987,1987,MLB,Bay Area
Cincinnati,Reds,0.5185185185185185,1987,1987,MLB,Cincinnati
Houston,Astros,0.4691358024691358,1987,1987,MLB,Houston
Los Angeles,Dodgers,0.4506172839506173,1987,1987,MLB,Los Angeles
Atlanta,Braves,0.42857142857142855,1987,1987,MLB,Atlanta
San Diego,Padres,0.4012345679012346,1987,1987,MLB,San Diego
Boston,Red Sox,0.5493827160493827,1988,1988,MLB,Boston
Detroit,Tigers,0.5432098765432098,1988,1988,MLB,Detroit
Milwaukee,Brewers,0.5370370370370371,1988,1988,MLB,Milwaukee
Toronto,Blue Jays,0.5370370370370371,1988,1988,MLB,Toronto
New York,Yankees,0.5279503105590062,1988,1988,MLB,New York
Cleveland,Indians,0.48148148148148145,1988,1988,MLB,Cleveland
Baltimore,Orioles,0.33540372670807456,1988,1988,MLB,Baltimore
Oakland,Athletics,0.6419753086419753,1988,1988,MLB,Bay Area
Minnesota,Twins,0.5617283950617284,1988,1988,MLB,Minnesota
Kansas City,Royals,0.5217391304347826,1988,1988,MLB,Kansas City
California,Angels,0.46296296296296297,1988,1988,MLB,Los Angeles
Chicago,White Sox,0.4409937888198758,1988,1988,MLB,Chicago
Texas,Rangers,0.43478260869565216,1988,1988,MLB,Dallas
Seattle,Mariners,0.422360248447205,1988,1988,MLB,Seattle
New York,Mets,0.625,1988,1988,MLB,New York
Pittsburgh,Pirates,0.53125,1988,1988,MLB,Pittsburgh
Montreal,Expos,0.5,1988,1988,MLB,Montreal
Chicago,Cubs,0.47530864197530864,1988,1988,MLB,Chicago
St. Louis,Cardinals,0.4691358024691358,1988,1988,MLB,St. Louis
Philadelphia,Phillies,0.40372670807453415,1988,1988,MLB,Philadelphia
Los Angeles,Dodgers,0.5838509316770186,1988,1988,MLB,Los Angeles
Cincinnati,Reds,0.5403726708074534,1988,1988,MLB,Cincinnati
San Diego,Padres,0.515527950310559,1988,1988,MLB,San Diego
San Francisco,Giants,0.5123456790123457,1988,1988,MLB,Bay Area
Houston,Astros,0.5061728395061729,1988,1988,MLB,Houston
Atlanta,Braves,0.3375,1988,1988,MLB,Atlanta
Toronto,Blue Jays,0.5493827160493827,1989,1989,MLB,Toronto
Baltimore,Orioles,0.5370370370370371,1989,1989,MLB,Baltimore
Boston,Red Sox,0.5123456790123457,1989,1989,MLB,Boston
Milwaukee,Brewers,0.5,1989,1989,MLB,Milwaukee
New York,Yankees,0.45962732919254656,1989,1989,MLB,New York
Cleveland,Indians,0.4506172839506173,1989,1989,MLB,Cleveland
Detroit,Tigers,0.36419753086419754,1989,1989,MLB,Detroit
Oakland,Athletics,0.6111111111111112,1989,1989,MLB,Bay Area
Kansas City,Royals,0.5679012345679012,1989,1989,MLB,Kansas City
California,Angels,0.5617283950617284,1989,1989,MLB,Los Angeles
Texas,Rangers,0.5123456790123457,1989,1989,MLB,Dallas
Minnesota,Twins,0.49382716049382713,1989,1989,MLB,Minnesota
Seattle,Mariners,0.4506172839506173,1989,1989,MLB,Seattle
Chicago,White Sox,0.42857142857142855,1989,1989,MLB,Chicago
Chicago,Cubs,0.5740740740740741,1989,1989,MLB,Chicago
New York,Mets,0.5370370370370371,1989,1989,MLB,New York
St. Louis,Cardinals,0.5308641975308642,1989,1989,MLB,St. Louis
Montreal,Expos,0.5,1989,1989,MLB,Montreal
Pittsburgh,Pirates,0.4567901234567901,1989,1989,MLB,Pittsburgh
Philadelphia,Phillies,0.41358024691358025,1989,1989,MLB,Philadelphia
San Francisco,Giants,0.5679012345679012,1989,1989,MLB,Bay Area
San Diego,Padres,0.5493827160493827,1989,1989,MLB,San Diego
Houston,Astros,0.5308641975308642,1989,1989,MLB,Houston
Los Angeles,Dodgers,0.48125,1989,1989,MLB,Los Angeles
Cincinnati,Reds,0.46296296296296297,1989,1989,MLB,Cincinnati
Atlanta,Braves,0.39375,1989,1989,MLB,Atlanta
Boston,Red Sox,0.5432098765432098,1990,1990,MLB,Boston
Toronto,Blue Jays,0.5308641975308642,1990,1990,MLB,Toronto
Detroit,Tigers,0.4876543209876543,1990,1990,MLB,Detroit
Cleveland,Indians,0.47530864197530864,1990,1990,MLB,Cleveland
Baltimore,Orioles,0.4720496894409938,1990,1990,MLB,Baltimore
Milwaukee,Brewers,0.4567901234567901,1990,1990,MLB,Milwaukee
New York,Yankees,0.41358024691358025,1990,1990,MLB,New York
Oakland,Athletics,0.6358024691358025,1990,1990,MLB,Bay Area
Chicago,White Sox,0.5802469135802469,1990,1990,MLB,Chicago
Texas,Rangers,0.5123456790123457,1990,1990,MLB,Dallas
California,Angels,0.49382716049382713,1990,1990,MLB,Los Angeles
Seattle,Mariners,0.47530864197530864,1990,1990,MLB,Seattle
