city,name,percentage,season_year,season,league,city_group
Indiana,Pacers,0.463,1979,1978-79,NBA,Indiana
Milwaukee,Bucks,0.463,1979,1978-79,NBA,Milwaukee
Golden State,Warriors,0.463,1979,1978-79,NBA,Bay Area
Detroit,Pistons,0.366,1979,1978-79,NBA,Detroit
Boston,Celtics,0.354,1979,1978-79,NBA,Boston
Chicago,Bulls,0.378,1979,1978-79,NBA,Chicago
New Orleans,Jazz,0.317,1979,1978-79,NBA,New Orleans
Los Angeles,Lakers,0.732,1980,1979-80,NBA,Los Angeles
Boston,Celtics,0.744,1980,1979-80,NBA,Boston
Atlanta,Hawks,0.61,1980,1979-80,NBA,Atlanta
Milwaukee,Bucks,0.598,1980,1979-80,NBA,Milwaukee
Seattle,SuperSonics,0.683,1980,1979-80,NBA,Seattle
Philadelphia,76ers,0.72,1980,1979-80,NBA,Philadelphia
Phoenix,Suns,0.671,1980,1979-80,NBA,Phoenix
Houston,Rockets,0.5,1980,1979-80,NBA,Houston
San Antonio,Spurs,0.5,1980,1979-80,NBA,San Antonio
Kansas City,Kings,0.573,1980,1979-80,NBA,Kansas City
Portland,Trail Blazers,0.463,1980,1979-80,NBA,Portland
Washington,Bullets,0.476,1980,1979-80,NBA,Washington
New York,Knicks,0.476,1980,1979-80,NBA,New York
San Diego,Clippers,0.427,1980,1979-80,NBA,San Diego
Cleveland,Cavaliers,0.451,1980,1979-80,NBA,Cleveland
Denver,Nuggets,0.366,1980,1979-80,NBA,Denver
Chicago,Bulls,0.366,1980,1979-80,NBA,Chicago
Indiana,Pacers,0.451,1980,1979-80,NBA,Indiana
New Jersey,Nets,0.415,1980,1979-80,NBA,New Jersey
Utah,Jazz,0.293,1980,1979-80,NBA,Utah
Golden State,Warriors,0.293,1980,1979-80,NBA,Bay Area
Detroit,Pistons,0.195,1980,1979-80,NBA,Detroit
Phoenix,Suns,0.695,1981,1980-81,NBA,Phoenix
Boston,Celtics,0.756,1981,1980-81,NBA,Boston
Philadelphia,76ers,0.756,1981,1980-81,NBA,Philadelphia
San Antonio,Spurs,0.634,1981,1980-81,NBA,San Antonio
Los Angeles,Lakers,0.659,1981,1980-81,NBA,Los Angeles
Milwaukee,Bucks,0.732,1981,1980-81,NBA,Milwaukee
Portland,Trail Blazers,0.549,1981,1980-81,NBA,Portland
New York,Knicks,0.61,1981,1980-81,NBA,New York
Kansas City,Kings,0.488,1981,1980-81,NBA,Kansas City
Chicago,Bulls,0.549,1981,1980-81,NBA,Chicago
Houston,Rockets,0.488,1981,1980-81,NBA,Houston
Indiana,Pacers,0.537,1981,1980-81,NBA,Indiana
Washington,Bullets,0.476,1981,1980-81,NBA,Washington
Golden State,Warriors,0.476,1981,1980-81,NBA,Bay Area
Denver,Nuggets,0.451,1981,1980-81,NBA,Denver
Atlanta,Hawks,0.378,1981,1980-81,NBA,Atlanta
Cleveland,Cavaliers,0.341,1981,1980-81,NBA,Cleveland
San Diego,Clippers,0.439,1981,1980-81,NBA,San Diego
Seattle,SuperSonics,0.415,1981,1980-81,NBA,Seattle
New Jersey,Nets,0.293,1981,1980-81,NBA,New Jersey
Utah,Jazz,0.341,1981,1980-81,NBA,Utah
Detroit,Pistons,0.256,1981,1980-81,NBA,Detroit
Dallas,Mavericks,0.183,1981,1980-81,NBA,Dallas
Boston,Celtics,0.768,1982,1981-82,NBA,Boston
Los Angeles,Lakers,0.695,1982,1981-82,NBA,Los Angeles
Milwaukee,Bucks,0.671,1982,1981-82,NBA,Milwaukee
San Antonio,Spurs,0.585,1982,1981-82,NBA,San Antonio
Philadelphia,76ers,0.707,1982,1981-82,NBA,Philadelphia
Seattle,SuperSonics,0.634,1982,1981-82,NBA,Seattle
Denver,Nuggets,0.561,1982,1981-82,NBA,Denver
Houston,Rockets,0.561,1982,1981-82,NBA,Houston
New Jersey,Nets,0.537,1982,1981-82,NBA,New Jersey
Phoenix,Suns,0.561,1982,1981-82,NBA,Phoenix
Washington,Bullets,0.524,1982,1981-82,NBA,Washington
Atlanta,Hawks,0.512,1982,1981-82,NBA,Atlanta
Golden State,Warriors,0.549,1982,1981-82,NBA,Bay Area
Detroit,Pistons,0.476,1982,1981-82,NBA,Detroit
Indiana,Pacers,0.427,1982,1981-82,NBA,Indiana
Portland,Trail Blazers,0.512,1982,1981-82,NBA,Portland
Chicago,Bulls,0.415,1982,1981-82,NBA,Chicago
Kansas City,Kings,0.366,1982,1981-82,NBA,Kansas City
Dallas,Mavericks,0.341,1982,1981-82,NBA,Dallas
New York,Knicks,0.402,1982,1981-82,NBA,New York
Cleveland,Cavaliers,0.183,1982,1981-82,NBA,Cleveland
Utah,Jazz,0.305,1982,1981-82,NBA,Utah
San Diego,Clippers,0.207,1982,1981-82,NBA,San Diego
Los Angeles,Lakers,0.707,1983,1982-83,NBA,Los Angeles
Philadelphia,76ers,0.793,1983,1982-83,NBA,Philadelphia
Phoenix,Suns,0.646,1983,1982-83,NBA,Phoenix
Milwaukee,Bucks,0.622,1983,1982-83,NBA,Milwaukee
San Antonio,Spurs,0.646,1983,1982-83,NBA,San Antonio
Boston,Celtics,0.683,1983,1982-83,NBA,Boston
Seattle,SuperSonics,0.585,1983,1982-83,NBA,Seattle
New Jersey,Nets,0.598,1983,1982-83,NBA,New Jersey
Portland,Trail Blazers,0.561,1983,1982-83,NBA,Portland
New York,Knicks,0.537,1983,1982-83,NBA,New York
Kansas City,Kings,0.549,1983,1982-83,NBA,Kansas City
Denver,Nuggets,0.549,1983,1982-83,NBA,Denver
Atlanta,Hawks,0.524,1983,1982-83,NBA,Atlanta
Washington,Bullets,0.512,1983,1982-83,NBA,Washington
Dallas,Mavericks,0.463,1983,1982-83,NBA,Dallas
Detroit,Pistons,0.451,1983,1982-83,NBA,Detroit
Chicago,Bulls,0.341,1983,1982-83,NBA,Chicago
Utah,Jazz,0.366,1983,1982-83,NBA,Utah
Golden State,Warriors,0.366,1983,1982-83,NBA,Bay Area
Cleveland,Cavaliers,0.28,1983,1982-83,NBA,Cleveland
San Diego,Clippers,0.305,1983,1982-83,NBA,San Diego
Indiana,Pacers,0.244,1983,1982-83,NBA,Indiana
Houston,Rockets,0.171,1983,1982-83,NBA,Houston
Boston,Celtics,0.756,1984,1983-84,NBA,Boston
Los Angeles,Lakers,0.659,1984,1983-84,NBA,Los Angeles
Milwaukee,Bucks,0.61,1984,1983-84,NBA,Milwaukee
Utah,Jazz,0.549,1984,1983-84,NBA,Utah
Philadelphia,76ers,0.634,1984,1983-84,NBA,Philadelphia
Portland,Trail Blazers,0.585,1984,1983-84,NBA,Portland
Dallas,Mavericks,0.524,1984,1983-84,NBA,Dallas
Detroit,Pistons,0.598,1984,1983-84,NBA,Detroit
New York,Knicks,0.573,1984,1983-84,NBA,New York
Seattle,SuperSonics,0.512,1984,1983-84,NBA,Seattle
New Jersey,Nets,0.549,1984,1983-84,NBA,New Jersey
Phoenix,Suns,0.5,1984,1983-84,NBA,Phoenix
Atlanta,Hawks,0.488,1984,1983-84,NBA,Atlanta
Denver,Nuggets,0.463,1984,1983-84,NBA,Denver
Kansas City,Kings,0.463,1984,1983-84,NBA,Kansas City
Washington,Bullets,0.427,1984,1983-84,NBA,Washington
Cleveland,Cavaliers,0.341,1984,1983-84,NBA,Cleveland
Golden State,Warriors,0.451,1984,1983-84,NBA,Bay Area
San Antonio,Spurs,0.451,1984,1983-84,NBA,San Antonio
Chicago,Bulls,0.329,1984,1983-84,NBA,Chicago
San Diego,Clippers,0.366,1984,1983-84,NBA,San Diego
Indiana,Pacers,0.317,1984,1983-84,NBA,Indiana
Houston,Rockets,0.354,1984,1983-84,NBA,Houston
Boston,Celtics,0.768,1985,1984-85,NBA,Boston
Los Angeles,Lakers,0.756,1985,1984-85,NBA,Los Angeles
Denver,Nuggets,0.634,1985,1984-85,NBA,Denver
Milwaukee,Bucks,0.72,1985,1984-85,NBA,Milwaukee
Houston,Rockets,0.585,1985,1984-85,NBA,Houston
Philadelphia,76ers,0.707,1985,1984-85,NBA,Philadelphia
Dallas,Mavericks,0.537,1985,1984-85,NBA,Dallas
Detroit,Pistons,0.561,1985,1984-85,NBA,Detroit
New Jersey,Nets,0.512,1985,1984-85,NBA,New Jersey
Portland,Trail Blazers,0.512,1985,1984-85,NBA,Portland
San Antonio,Spurs,0.5,1985,1984-85,NBA,San Antonio
Utah,Jazz,0.5,1985,1984-85,NBA,Utah
Washington,Bullets,0.488,1985,1984-85,NBA,Washington
Chicago,Bulls,0.463,1985,1984-85,NBA,Chicago
Cleveland,Cavaliers,0.439,1985,1984-85,NBA,Cleveland
Phoenix,Suns,0.439,1985,1984-85,NBA,Phoenix
Atlanta,Hawks,0.415,1985,1984-85,NBA,Atlanta
Los Angeles,Clippers,0.378,1985,1984-85,NBA,Los Angeles
Kansas City,Kings,0.378,1985,1984-85,NBA,Kansas City
Seattle,SuperSonics,0.378,1985,1984-85,NBA,Seattle
New York,Knicks,0.293,1985,1984-85,NBA,New York
Indiana,Pacers,0.268,1985,1984-85,NBA,Indiana
Golden State,Warriors,0.268,1985,1984-85,NBA,Bay Area
Boston,Celtics,0.817,1986,1985-86,NBA,Boston
Los Angeles,Lakers,0.756,1986,1985-86,NBA,Los Angeles
Houston,Rockets,0.622,1986,1985-86,NBA,Houston
Milwaukee,Bucks,0.695,1986,1985-86,NBA,Milwaukee
Denver,Nuggets,0.573,1986,1985-86,NBA,Denver
Philadelphia,76ers,0.659,1986,1985-86,NBA,Philadelphia
Atlanta,Hawks,0.61,1986,1985-86,NBA,Atlanta
Dallas,Mavericks,0.537,1986,1985-86,NBA,Dallas
Utah,Jazz,0.512,1986,1985-86,NBA,Utah
Detroit,Pistons,0.561,1986,1985-86,NBA,Detroit
New Jersey,Nets,0.476,1986,1985-86,NBA,New Jersey
Portland,Trail Blazers,0.488,1986,1985-86,NBA,Portland
Washington,Bullets,0.476,1986,1985-86,NBA,Washington
Sacramento,Kings,0.451,1986,1985-86,NBA,Sacramento
Chicago,Bulls,0.366,1986,1985-86,NBA,Chicago
San Antonio,Spurs,0.427,1986,1985-86,NBA,San Antonio
Cleveland,Cavaliers,0.354,1986,1985-86,NBA,Cleveland
Los Angeles,Clippers,0.39,1986,1985-86,NBA,Los Angeles
Phoenix,Suns,0.39,1986,1985-86,NBA,Phoenix
Indiana,Pacers,0.317,1986,1985-86,NBA,Indiana
New York,Knicks,0.28,1986,1985-86,NBA,New York
Seattle,SuperSonics,0.378,1986,1985-86,NBA,Seattle
Golden State,Warriors,0.366,1986,1985-86,NBA,Bay Area
Boston,Celtics,0.72,1987,1986-87,NBA,Boston
Los Angeles,Lakers,0.793,1987,1986-87,NBA,Los Angeles
Atlanta,Hawks,0.695,1987,1986-87,NBA,Atlanta
Dallas,Mavericks,0.671,1987,1986-87,NBA,Dallas
Portland,Trail Blazers,0.598,1987,1986-87,NBA,Portland
Detroit,Pistons,0.634,1987,1986-87,NBA,Detroit
Milwaukee,Bucks,0.61,1987,1986-87,NBA,Milwaukee
Utah,Jazz,0.537,1987,1986-87,NBA,Utah
Golden State,Warriors,0.512,1987,1986-87,NBA,Bay Area
Houston,Rockets,0.512,1987,1986-87,NBA,Houston
Philadelphia,76ers,0.549,1987,1986-87,NBA,Philadelphia
Washington,Bullets,0.512,1987,1986-87,NBA,Washington
Indiana,Pacers,0.5,1987,1986-87,NBA,Indiana
Seattle,SuperSonics,0.476,1987,1986-87,NBA,Seattle
Chicago,Bulls,0.488,1987,1986-87,NBA,Chicago
Denver,Nuggets,0.451,1987,1986-87,NBA,Denver
Cleveland,Cavaliers,0.378,1987,1986-87,NBA,Cleveland
Phoenix,Suns,0.439,1987,1986-87,NBA,Phoenix
New Jersey,Nets,0.293,1987,1986-87,NBA,New Jersey
New York,Knicks,0.293,1987,1986-87,NBA,New York
Sacramento,Kings,0.354,1987,1986-87,NBA,Sacramento
San Antonio,Spurs,0.341,1987,1986-87,NBA,San Antonio
Los Angeles,Clippers,0.146,1987,1986-87,NBA,Los Angeles
Los Angeles,Lakers,0.756,1988,1987-88,NBA,Los Angeles
Boston,Celtics,0.695,1988,1987-88,NBA,Boston
Denver,Nuggets,0.659,1988,1987-88,NBA,Denver
Detroit,Pistons,0.659,1988,1987-88,NBA,Detroit
Dallas,Mavericks,0.646,1988,1987-88,NBA,Dallas
Portland,Trail Blazers,0.646,1988,1987-88,NBA,Portland
Chicago,Bulls,0.61,1988,1987-88,NBA,Chicago
Atlanta,Hawks,0.61,1988,1987-88,NBA,Atlanta
Cleveland,Cavaliers,0.512,1988,1987-88,NBA,Cleveland
Utah,Jazz,0.573,1988,1987-88,NBA,Utah
Milwaukee,Bucks,0.512,1988,1987-88,NBA,Milwaukee
Houston,Rockets,0.561,1988,1987-88,NBA,Houston
Seattle,SuperSonics,0.537,1988,1987-88,NBA,Seattle
Washington,Bullets,0.463,1988,1987-88,NBA,Washington
Indiana,Pacers,0.463,1988,1987-88,NBA,Indiana
New York,Knicks,0.463,1988,1987-88,NBA,New York
San Antonio,Spurs,0.378,1988,1987-88,NBA,San Antonio
Phoenix,Suns,0.341,1988,1987-88,NBA,Phoenix
Sacramento,Kings,0.293,1988,1987-88,NBA,Sacramento
Philadelphia,76ers,0.439,1988,1987-88,NBA,Philadelphia
New Jersey,Nets,0.232,1988,1987-88,NBA,New Jersey
Golden State,Warriors,0.244,1988,1987-88,NBA,Bay Area
Los Angeles,Clippers,0.207,1988,1987-88,NBA,Los Angeles
Los Angeles,Lakers,0.695,1989,1988-89,NBA,Los Angeles
Detroit,Pistons,0.768,1989,1988-89,NBA,Detroit
New York,Knicks,0.634,1989,1988-89,NBA,New York
Utah,Jazz,0.622,1989,1988-89,NBA,Utah
Cleveland,Cavaliers,0.695,1989,1988-89,NBA,Cleveland
Phoenix,Suns,0.671,1989,1988-89,NBA,Phoenix
Seattle,SuperSonics,0.573,1989,1988-89,NBA,Seattle
Atlanta,Hawks,0.634,1989,1988-89,NBA,Atlanta
Houston,Rockets,0.549,1989,1988-89,NBA,Houston
Milwaukee,Bucks,0.598,1989,1988-89,NBA,Milwaukee
Denver,Nuggets,0.537,1989,1988-89,NBA,Denver
Chicago,Bulls,0.573,1989,1988-89,NBA,Chicago
Golden State,Warriors,0.524,1989,1988-89,NBA,Bay Area
Philadelphia,76ers,0.561,1989,1988-89,NBA,Philadelphia
Portland,Trail Blazers,0.476,1989,1988-89,NBA,Portland
Boston,Celtics,0.512,1989,1988-89,NBA,Boston
Dallas,Mavericks,0.463,1989,1988-89,NBA,Dallas
Washington,Bullets,0.488,1989,1988-89,NBA,Washington
Sacramento,Kings,0.329,1989,1988-89,NBA,Sacramento
Indiana,Pacers,0.341,1989,1988-89,NBA,Indiana
Los Angeles,Clippers,0.256,1989,1988-89,NBA,Los Angeles
New Jersey,Nets,0.317,1989,1988-89,NBA,New Jersey
San Antonio,Spurs,0.256,1989,1988-89,NBA,San Antonio
Charlotte,Hornets,0.244,1989,1988-89,NBA,Carolina
Miami,Heat,0.183,1989,1988-89,NBA,South Florida
Los Angeles,Lakers,0.768,1990,1989-90,NBA,Los Angeles
Detroit,Pistons,0.72,1990,1989-90,NBA,Detroit
Philadelphia,76ers,0.646,1990,1989-90,NBA,Philadelphia
San Antonio,Spurs,0.683,1990,1989-90,NBA,San Antonio
Chicago,Bulls,0.671,1990,1989-90,NBA,Chicago
Portland,Trail Blazers,0.72,1990,1989-90,NBA,Portland
Boston,Celtics,0.634,1990,1989-90,NBA,Boston
Utah,Jazz,0.671,1990,1989-90,NBA,Utah
New York,Knicks,0.549,1990,1989-90,NBA,New York
Phoenix,Suns,0.659,1990,1989-90,NBA,Phoenix
Dallas,Mavericks,0.573,1990,1989-90,NBA,Dallas
Milwaukee,Bucks,0.537,1990,1989-90,NBA,Milwaukee
Cleveland,Cavaliers,0.512,1990,1989-90,NBA,Cleveland
Denver,Nuggets,0.524,1990,1989-90,NBA,Denver
Indiana,Pacers,0.512,1990,1989-90,NBA,Indiana
Houston,Rockets,0.5,1990,1989-90,NBA,Houston
Seattle,SuperSonics,0.5,1990,1989-90,NBA,Seattle
Atlanta,Hawks,0.5,1990,1989-90,NBA,Atlanta
Golden State,Warriors,0.451,1990,1989-90,NBA,Bay Area
Washington,Bullets,0.378,1990,1989-90,NBA,Washington
Los Angeles,Clippers,0.366,1990,1989-90,NBA,Los Angeles
Miami,Heat,0.22,1990,1989-90,NBA,South Florida
Orlando,Magic,0.22,1990,1989-90,NBA,Orlando
Sacramento,Kings,0.28,1990,1989-90,NBA,Sacramento
Minnesota,Timberwolves,0.268,1990,1989-90,NBA,Minnesota
New Jersey,Nets,0.207,1990,1989-90,NBA,New Jersey
Charlotte,Hornets,0.232,1990,1989-90,NBA,Carolina
Chicago,Bulls,0.744,1991,1990-91,NBA,Chicago
Portland,Trail Blazers,0.768,1991,1990-91,NBA,Portland
Boston,Celtics,0.683,1991,1990-91,NBA,Boston
San Antonio,Spurs,0.671,1991,1990-91,NBA,San Antonio
Los Angeles,Lakers,0.707,1991,1990-91,NBA,Los Angeles
Detroit,Pistons,0.61,1991,1990-91,NBA,Detroit
Milwaukee,Bucks,0.585,1991,1990-91,NBA,Milwaukee
Phoenix,Suns,0.671,1991,1990-91,NBA,Phoenix
Philadelphia,76ers,0.537,1991,1990-91,NBA,Philadelphia
Utah,Jazz,0.659,1991,1990-91,NBA,Utah
Atlanta,Hawks,0.524,1991,1990-91,NBA,Atlanta
Houston,Rockets,0.634,1991,1990-91,NBA,Houston
Golden State,Warriors,0.537,1991,1990-91,NBA,Bay Area
Indiana,Pacers,0.5,1991,1990-91,NBA,Indiana
New York,Knicks,0.476,1991,1990-91,NBA,New York
Seattle,SuperSonics,0.5,1991,1990-91,NBA,Seattle
Cleveland,Cavaliers,0.402,1991,1990-91,NBA,Cleveland
Los Angeles,Clippers,0.378,1991,1990-91,NBA,Los Angeles
Orlando,Magic,0.378,1991,1990-91,NBA,Orlando
Washington,Bullets,0.366,1991,1990-91,NBA,Washington
Minnesota,Timberwolves,0.354,1991,1990-91,NBA,Minnesota
New Jersey,Nets,0.317,1991,1990-91,NBA,New Jersey
Charlotte,Hornets,0.317,1991,1990-91,NBA,Carolina
Dallas,Mavericks,0.341,1991,1990-91,NBA,Dallas
Miami,Heat,0.293,1991,1990-91,NBA,South Florida
Sacramento,Kings,0.305,1991,1990-91,NBA,Sacramento
Denver,Nuggets,0.244,1991,1990-91,NBA,Denver
Portland,Trail Blazers,0.695,1992,1991-92,NBA,Portland
Chicago,Bulls,0.817,1992,1991-92,NBA,Chicago
Golden State,Warriors,0.671,1992,1991-92,NBA,Bay Area
Boston,Celtics,0.622,1992,1991-92,NBA,Boston
New York,Knicks,0.622,1992,1991-92,NBA,New York
Utah,Jazz,0.671,1992,1991-92,NBA,Utah
Cleveland,Cavaliers,0.695,1992,1991-92,NBA,Cleveland
Phoenix,Suns,0.646,1992,1991-92,NBA,Phoenix
Seattle,SuperSonics,0.573,1992,1991-92,NBA,Seattle
San Antonio,Spurs,0.573,1992,1991-92,NBA,San Antonio
Detroit,Pistons,0.585,1992,1991-92,NBA,Detroit
New Jersey,Nets,0.488,1992,1991-92,NBA,New Jersey
Indiana,Pacers,0.488,1992,1991-92,NBA,Indiana
Los Angeles,Clippers,0.549,1992,1991-92,NBA,Los Angeles
Miami,Heat,0.463,1992,1991-92,NBA,South Florida
Los Angeles,Lakers,0.524,1992,1991-92,NBA,Los Angeles
Atlanta,Hawks,0.463,1992,1991-92,NBA,Atlanta
Houston,Rockets,0.512,1992,1991-92,NBA,Houston
Sacramento,Kings,0.354,1992,1991-92,NBA,Sacramento
Philadelphia,76ers,0.427,1992,1991-92,NBA,Philadelphia
Denver,Nuggets,0.293,1992,1991-92,NBA,Denver
Charlotte,Hornets,0.378,1992,1991-92,NBA,Carolina
Milwaukee,Bucks,0.378,1992,1991-92,NBA,Milwaukee
Dallas,Mavericks,0.268,1992,1991-92,NBA,Dallas
Minnesota,Timberwolves,0.183,1992,1991-92,NBA,Minnesota
Washington,Bullets,0.305,1992,1991-92,NBA,Washington
Orlando,Magic,0.256,1992,1991-92,NBA,Orlando
New York,Knicks,0.732,1993,1992-93,NBA,New York
Phoenix,Suns,0.756,1993,1992-93,NBA,Phoenix
Chicago,Bulls,0.695,1993,1992-93,NBA,Chicago
Houston,Rockets,0.671,1993,1992-93,NBA,Houston
Seattle,SuperSonics,0.671,1993,1992-93,NBA,Seattle
Cleveland,Cavaliers,0.659,1993,1992-93,NBA,Cleveland
Boston,Celtics,0.585,1993,1992-93,NBA,Boston
Portland,Trail Blazers,0.622,1993,1992-93,NBA,Portland
San Antonio,Spurs,0.598,1993,1992-93,NBA,San Antonio
Charlotte,Hornets,0.537,1993,1992-93,NBA,Carolina
Atlanta,Hawks,0.524,1993,1992-93,NBA,Atlanta
New Jersey,Nets,0.524,1993,1992-93,NBA,New Jersey
Utah,Jazz,0.573,1993,1992-93,NBA,Utah
Los Angeles,Clippers,0.5,1993,1992-93,NBA,Los Angeles
Los Angeles,Lakers,0.476,1993,1992-93,NBA,Los Angeles
Orlando,Magic,0.5,1993,1992-93,NBA,Orlando
Indiana,Pacers,0.5,1993,1992-93,NBA,Indiana
Denver,Nuggets,0.439,1993,1992-93,NBA,Denver
Golden State,Warriors,0.415,1993,1992-93,NBA,Bay Area
Detroit,Pistons,0.488,1993,1992-93,NBA,Detroit
Miami,Heat,0.439,1993,1992-93,NBA,South Florida
Sacramento,Kings,0.305,1993,1992-93,NBA,Sacramento
Milwaukee,Bucks,0.341,1993,1992-93,NBA,Milwaukee
Minnesota,Timberwolves,0.232,1993,1992-93,NBA,Minnesota
Dallas,Mavericks,0.134,1993,1992-93,NBA,Dallas
Philadelphia,76ers,0.317,1993,1992-93,NBA,Philadelphia
Washington,Bullets,0.268,1993,1992-93,NBA,Washington
Atlanta,Hawks,0.695,1994,1993-94,NBA,Atlanta
New York,Knicks,0.695,1994,1993-94,NBA,New York
Seattle,SuperSonics,0.768,1994,1993-94,NBA,Seattle
Houston,Rockets,0.707,1994,1993-94,NBA,Houston
Chicago,Bulls,0.671,1994,1993-94,NBA,Chicago
Phoenix,Suns,0.683,1994,1993-94,NBA,Phoenix
Orlando,Magic,0.61,1994,1993-94,NBA,Orlando
San Antonio,Spurs,0.671,1994,1993-94,NBA,San Antonio
Cleveland,Cavaliers,0.573,1994,1993-94,NBA,Cleveland
Indiana,Pacers,0.573,1994,1993-94,NBA,Indiana
Utah,Jazz,0.646,1994,1993-94,NBA,Utah
Golden State,Warriors,0.61,1994,1993-94,NBA,Bay Area
New Jersey,Nets,0.549,1994,1993-94,NBA,New Jersey
Portland,Trail Blazers,0.573,1994,1993-94,NBA,Portland
Denver,Nuggets,0.512,1994,1993-94,NBA,Denver
Miami,Heat,0.512,1994,1993-94,NBA,South Florida
Los Angeles,Lakers,0.402,1994,1993-94,NBA,Los Angeles
Charlotte,Hornets,0.5,1994,1993-94,NBA,Carolina
Boston,Celtics,0.39,1994,1993-94,NBA,Boston
Sacramento,Kings,0.341,1994,1993-94,NBA,Sacramento
Los Angeles,Clippers,0.329,1994,1993-94,NBA,Los Angeles
Philadelphia,76ers,0.305,1994,1993-94,NBA,Philadelphia
Minnesota,Timberwolves,0.244,1994,1993-94,NBA,Minnesota
Washington,Bullets,0.293,1994,1993-94,NBA,Washington
Dallas,Mavericks,0.159,1994,1993-94,NBA,Dallas
Milwaukee,Bucks,0.244,1994,1993-94,NBA,Milwaukee
Detroit,Pistons,0.244,1994,1993-94,NBA,Detroit
Orlando,Magic,0.695,1995,1994-95,NBA,Orlando
San Antonio,Spurs,0.756,1995,1994-95,NBA,San Antonio
Indiana,Pacers,0.634,1995,1994-95,NBA,Indiana
Phoenix,Suns,0.72,1995,1994-95,NBA,Phoenix
New York,Knicks,0.671,1995,1994-95,NBA,New York
Utah,Jazz,0.732,1995,1994-95,NBA,Utah
Seattle,SuperSonics,0.695,1995,1994-95,NBA,Seattle
Charlotte,Hornets,0.61,1995,1994-95,NBA,Carolina
Chicago,Bulls,0.573,1995,1994-95,NBA,Chicago
Los Angeles,Lakers,0.585,1995,1994-95,NBA,Los Angeles
Cleveland,Cavaliers,0.524,1995,1994-95,NBA,Cleveland
Houston,Rockets,0.573,1995,1994-95,NBA,Houston
Atlanta,Hawks,0.512,1995,1994-95,NBA,Atlanta
Portland,Trail Blazers,0.537,1995,1994-95,NBA,Portland
Boston,Celtics,0.427,1995,1994-95,NBA,Boston
Denver,Nuggets,0.5,1995,1994-95,NBA,Denver
Milwaukee,Bucks,0.415,1995,1994-95,NBA,Milwaukee
Sacramento,Kings,0.476,1995,1994-95,NBA,Sacramento
Dallas,Mavericks,0.439,1995,1994-95,NBA,Dallas
Miami,Heat,0.39,1995,1994-95,NBA,South Florida
Golden State,Warriors,0.317,1995,1994-95,NBA,Bay Area
New Jersey,Nets,0.366,1995,1994-95,NBA,New Jersey
Minnesota,Timberwolves,0.256,1995,1994-95,NBA,Minnesota
Detroit,Pistons,0.341,1995,1994-95,NBA,Detroit
Los Angeles,Clippers,0.207,1995,1994-95,NBA,Los Angeles
Philadelphia,76ers,0.293,1995,1994-95,NBA,Philadelphia
Washington,Bullets,0.256,1995,1994-95,NBA,Washington
Chicago,Bulls,0.878,1996,1995-96,NBA,Chicago
Seattle,SuperSonics,0.78,1996,1995-96,NBA,Seattle
Orlando,Magic,0.732,1996,1995-96,NBA,Orlando
San Antonio,Spurs,0.72,1996,1995-96,NBA,San Antonio
Indiana,Pacers,0.634,1996,1995-96,NBA,Indiana
Utah,Jazz,0.671,1996,1995-96,NBA,Utah
Cleveland,Cavaliers,0.573,1996,1995-96,NBA,Cleveland
Los Angeles,Lakers,0.646,1996,1995-96,NBA,Los Angeles
New York,Knicks,0.573,1996,1995-96,NBA,New York
Houston,Rockets,0.585,1996,1995-96,NBA,Houston
Atlanta,Hawks,0.561,1996,1995-96,NBA,Atlanta
Portland,Trail Blazers,0.537,1996,1995-96,NBA,Portland
Detroit,Pistons,0.561,1996,1995-96,NBA,Detroit
Phoenix,Suns,0.5,1996,1995-96,NBA,Phoenix
Miami,Heat,0.512,1996,1995-96,NBA,South Florida
Sacramento,Kings,0.476,1996,1995-96,NBA,Sacramento
Golden State,Warriors,0.439,1996,1995-96,NBA,Bay Area
Charlotte,Hornets,0.5,1996,1995-96,NBA,Carolina
Denver,Nuggets,0.427,1996,1995-96,NBA,Denver
Washington,Bullets,0.476,1996,1995-96,NBA,Washington
Boston,Celtics,0.402,1996,1995-96,NBA,Boston
Los Angeles,Clippers,0.354,1996,1995-96,NBA,Los Angeles
Dallas,Mavericks,0.317,1996,1995-96,NBA,Dallas
Minnesota,Timberwolves,0.317,1996,1995-96,NBA,Minnesota
New Jersey,Nets,0.366,1996,1995-96,NBA,New Jersey
Milwaukee,Bucks,0.305,1996,1995-96,NBA,Milwaukee
Toronto,Raptors,0.256,1996,1995-96,NBA,Toronto
Vancouver,Grizzlies,0.183,1996,1995-96,NBA,Vancouver
Philadelphia,76ers,0.22,1996,1995-96,NBA,Philadelphia
Chicago,Bulls,0.841,1997,1996-97,NBA,Chicago
Utah,Jazz,0.78,1997,1996-97,NBA,Utah
Houston,Rockets,0.695,1997,1996-97,NBA,Houston
Miami,Heat,0.744,1997,1996-97,NBA,South Florida
Seattle,SuperSonics,0.695,1997,1996-97,NBA,Seattle
New York,Knicks,0.695,1997,1996-97,NBA,New York
Atlanta,Hawks,0.683,1997,1996-97,NBA,Atlanta
Los Angeles,Lakers,0.683,1997,1996-97,NBA,Los Angeles
Portland,Trail Blazers,0.598,1997,1996-97,NBA,Portland
Detroit,Pistons,0.659,1997,1996-97,NBA,Detroit
Charlotte,Hornets,0.659,1997,1996-97,NBA,Carolina
